epoch	loss	acc	val_loss	val_acc
72	0.32620957493782043	0.9072928428649902	0.6797289848327637	0.8200899362564087
73	0.30681711435317993	0.914135754108429	0.6977940201759338	0.8170914649963379
74	0.3310844302177429	0.9052305817604065	0.708454430103302	0.8144677877426147
75	0.30392301082611084	0.9102924466133118	0.7133911848068237	0.8122189044952393
76	0.30904287099838257	0.9101987481117249	0.7033846378326416	0.8159670233726501
77	0.30559080839157104	0.9097300171852112	0.7190112471580505	0.8095952272415161
78	0.30831655859947205	0.9097300171852112	0.6562447547912598	0.8268365859985352
79	0.29488635063171387	0.913385808467865	0.7210990190505981	0.8114692568778992
80	0.28784194588661194	0.9178852438926697	0.6655505895614624	0.8294602632522583
81	0.2631949484348297	0.9233220815658569	0.6576406359672546	0.8238380551338196
82	0.28458917140960693	0.9164791703224182	0.6434299945831299	0.8245877027511597
83	0.2726220190525055	0.9230408668518066	0.659019947052002	0.8283358216285706
84	0.26038143038749695	0.9246343970298767	0.6617488265037537	0.8268365859985352
85	0.24819223582744598	0.9302586913108826	0.7024310827255249	0.819715142250061
86	0.29512274265289307	0.9128233790397644	0.648848831653595	0.8272113800048828
87	0.24549555778503418	0.9312898516654968	0.6796571612358093	0.8204647898674011
88	0.23793478310108185	0.9328833818435669	0.6456980109214783	0.8324587941169739
89	0.2309998720884323	0.9338207840919495	0.6663007736206055	0.829835057258606
90	0.22390374541282654	0.9360705018043518	0.6455727815628052	0.8347076177597046
91	0.22934077680110931	0.9353205561637878	0.6498435735702515	0.8347076177597046
92	0.22477078437805176	0.934476912021637	0.6702602505683899	0.829835057258606
93	0.2461394965648651	0.9284777045249939	0.6429742574691772	0.8320839405059814
94	0.2471989095211029	0.9274465441703796	0.6528708338737488	0.8313343524932861
95	0.2196473777294159	0.937570333480835	0.6685783863067627	0.8268365859985352
96	0.22856251895427704	0.9355080723762512	0.6774520874023438	0.8317091464996338
97	0.24350722134113312	0.9278215169906616	0.6332181692123413	0.8343328237533569
98	0.21346309781074524	0.9356017708778381	0.6547092795372009	0.8335832357406616
99	0.2254728376865387	0.9353205561637878	0.6483607292175293	0.8302099108695984
