epoch	loss	acc	val_loss	val_acc
0	4.685817241668701	0.016779152676463127	4.393537521362305	0.06371814012527466
1	4.1969499588012695	0.07095988094806671	3.8192756175994873	0.12368815392255783
2	3.7043402194976807	0.12973378598690033	3.431220769882202	0.18478260934352875
3	3.3693647384643555	0.18072740733623505	3.150397300720215	0.24250374734401703
4	3.108757257461548	0.23678290843963623	2.926469326019287	0.265367329120636
5	2.9177424907684326	0.2668728828430176	2.73616623878479	0.31371814012527466
6	2.72597074508667	0.3100862503051758	2.557452917098999	0.35907045006752014
7	2.5776047706604004	0.3498312830924988	2.518937587738037	0.3635682165622711
8	2.4553096294403076	0.3656730353832245	2.32023024559021	0.41566717624664307
9	2.321281671524048	0.401856005191803	2.168207883834839	0.4583958089351654
10	2.2276253700256348	0.42229095101356506	2.1228528022766113	0.4606446921825409
11	2.096574306488037	0.45828646421432495	2.055708646774292	0.47788605093955994
12	2.012312173843384	0.46644169092178345	1.9485998153686523	0.5007496476173401
13	1.928041934967041	0.49465692043304443	1.926154375076294	0.5056222081184387
14	1.840076208114624	0.5106861591339111	1.7793635129928589	0.5547226667404175
15	1.7826229333877563	0.528590202331543	1.7883137464523315	0.5438530445098877
16	1.7186263799667358	0.5514622926712036	1.735747218132019	0.5629684925079346
17	1.6400974988937378	0.5649606585502625	1.667668104171753	0.5704647898674011
18	1.55093252658844	0.5853018164634705	1.5688623189926147	0.5963268280029297
19	1.4739327430725098	0.6054555773735046	1.5444188117980957	0.5989505052566528
20	1.4497936964035034	0.6107986569404602	1.4505615234375	0.6214392781257629
21	1.3586727380752563	0.6442632079124451	1.3928427696228027	0.6458020806312561
22	1.3143718242645264	0.6497000455856323	1.3392760753631592	0.6532983779907227
23	1.2557364702224731	0.66816645860672	1.292345643043518	0.6607946157455444
24	1.2316358089447021	0.6691976189613342	1.2834216356277466	0.6645427346229553
25	1.1798583269119263	0.682414710521698	1.250799536705017	0.6814092993736267
26	1.141395926475525	0.6957255601882935	1.2650704383850098	0.6622938513755798
27	1.1293233633041382	0.691601037979126	1.1944327354431152	0.6907796263694763
28	1.0673789978027344	0.7088488936424255	1.2011293172836304	0.6832833290100098
29	1.049467921257019	0.715410590171814	1.1421566009521484	0.7057721018791199
30	0.9803751111030579	0.7373453378677368	1.0968472957611084	0.7177661061286926
31	0.9726897478103638	0.7370641231536865	1.0647326707839966	0.732758641242981
32	0.9092332124710083	0.7539370059967041	1.0650399923324585	0.7252623438835144
33	0.931103527545929	0.7470940947532654	1.0687329769134521	0.7185157537460327
34	0.8652419447898865	0.7631233334541321	0.9997022151947021	0.7395052313804626
35	0.8123506903648376	0.7775590419769287	0.9882898330688477	0.7522488832473755
36	0.8119822144508362	0.777840256690979	0.9700652956962585	0.7470015287399292
37	0.7904044985771179	0.7775590419769287	0.9445539116859436	0.75
38	0.7581477165222168	0.7937757968902588	0.9693743586540222	0.7413793206214905
39	0.7582848072052002	0.787401556968689	0.9011059403419495	0.7593703269958496
40	0.7359899878501892	0.7954630851745605	0.9186197519302368	0.7589954733848572
41	0.6995092630386353	0.8066179156303406	0.9120883345603943	0.7582458853721619
42	0.6893417239189148	0.8068991303443909	0.9749172925949097	0.7421289086341858
43	0.6820507645606995	0.8121484518051147	0.8692163228988647	0.7709894776344299
44	0.6546030044555664	0.8178665041923523	0.8715972304344177	0.7728635668754578
45	0.6431699991226196	0.8196475505828857	0.850285530090332	0.7788605690002441
46	0.6012790203094482	0.8306149244308472	0.81895911693573	0.7867316603660583
47	0.602379560470581	0.834270715713501	0.8237515091896057	0.7777361273765564
48	0.5852006077766418	0.8377390503883362	0.818423330783844	0.7882308959960938
49	0.5615627765655518	0.845425546169281	0.8484846353530884	0.7702398896217346
50	0.5580404996871948	0.8441132307052612	0.7956541776657104	0.7829834818840027
51	0.5259404182434082	0.8535807728767395	0.8046830296516418	0.7886056900024414
52	0.5238614678382874	0.8509561419487	0.7797803282737732	0.791604220867157
53	0.5202407836914062	0.8549869060516357	0.7879171967506409	0.7901049256324768
54	0.5239255428314209	0.8526434302330017	0.8384951949119568	0.7743628025054932
55	0.5305637121200562	0.8488001227378845	0.7658117413520813	0.7908545732498169
56	0.47975555062294006	0.8663291931152344	0.773751437664032	0.7927286624908447
57	0.46001768112182617	0.8706411719322205	0.7770896553993225	0.791604220867157
58	0.4580900967121124	0.8691413402557373	0.7670506834983826	0.79347825050354
59	0.46065619587898254	0.8664229512214661	0.7452545166015625	0.8013493418693542
60	0.4342001676559448	0.8778589963912964	0.7498425841331482	0.8020989298820496
61	0.4258641004562378	0.8818897604942322	0.7551264762878418	0.8020989298820496
62	0.4200360178947449	0.8788901567459106	0.7381694316864014	0.8020989298820496
63	0.4119730293750763	0.8837645053863525	0.7282013297080994	0.8035982251167297
64	0.4354308843612671	0.8737345337867737	0.7315467000007629	0.8032233715057373
65	0.3850606083869934	0.8894825577735901	0.7110478281974792	0.8129684925079346
66	0.3854636251926422	0.8896700143814087	0.7120442986488342	0.808845579624176
67	0.3710015118122101	0.8957630395889282	0.7128416895866394	0.8174662590026855
68	0.3811850845813751	0.8887326717376709	0.7311551570892334	0.8099700212478638
69	0.35751208662986755	0.8985751867294312	0.6823870539665222	0.8125936985015869
70	0.3567039966583252	0.8998875021934509	0.7047209739685059	0.8080959320068359
71	0.3533249497413635	0.9002624750137329	0.7332277297973633	0.802473783493042
